"Section ID","Section","HS2 ID","HS2","HS4 ID","HS4","Trade Value"
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",21207,"Other Oily Seeds",23636880.309413992
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",21208,"Oil Seed Flower",2148315.5339581724
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",21209,"Sowing Seeds",42789771.98494557
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",21210,"Hops",10005692.48108054
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",21211,"Perfume Plants",20031326.944767557
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",21212,"Locust beans, seaweed, sugar beet, cane, for food",12567402.269601384
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",21213,"Cereal Straws",1262246.270845446
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",21214,"Forage Crops",1751305.1859677462
2,"Vegetable Products",213,"Lac; gums, resins and other vegetable saps and extracts",21301,"Insect Resins",1216838.9619119
2,"Vegetable Products",213,"Lac; gums, resins and other vegetable saps and extracts",21302,"Vegetable Saps",42304221.25440149
2,"Vegetable Products",214,"Vegetable plaiting materials; vegetable products not elsewhere specified or included",21401,"Vegetable Plaiting Materials",963082.3074647969
2,"Vegetable Products",214,"Vegetable plaiting materials; vegetable products not elsewhere specified or included",21404,"Other Vegetable Products",2328332.5399171696
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",31501,"Pig and Poultry Fat",11654989.535076566
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",31502,"Bovine, Sheep, and Goat Fat",1573557.6089241807
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",31503,"Lard",530469.2667649067
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",31504,"Fish Oil",5594762.317165156
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",31505,"Wool Grease",820840.7192792663
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",31506,"Other Animal Fats",6509210.6621807655
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",31507,"Soybean Oil",12541343.884085367
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",31508,"Ground Nut Oil",175371.9542454075
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",31509,"Pure Olive Oil",24642025.305826362
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",31510,"Olive Oil",5107387.4214678705
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",31511,"Palm Oil",17914969.023108087
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",31512,"Seed Oils",59204305.74918199
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",31513,"Coconut Oil",5667229.76252552
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",31514,"Rapeseed Oil",43539981.61822073
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",31515,"Other Pure Vegetable Oils",9987858.300993543
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",31516,"Other Vegetable Oils",12033726.86253533
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",31517,"Margarine",78463683.82794689
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",31518,"Inedible Fats and Oils",28106068.71042505
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",31519,"Stearic Acid",18143997.634201963
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",31520,"Glycerol",41593958.3208439
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",31521,"Waxes",1243366.3131869189
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",31522,"Fat and Oil Residues",1577248.0000000002
4,"Foodstuffs",416,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",41601,"Sausages",82654745.666211
4,"Foodstuffs",416,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",41602,"Other Prepared Meat",116801200.19666561
4,"Foodstuffs",416,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",41603,"Animal Extracts",3586502.9684980214
4,"Foodstuffs",416,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",41604,"Processed Fish",102667257.28711037
4,"Foodstuffs",416,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",41605,"Processed Crustaceans",12985569.217657544
4,"Foodstuffs",417,"Sugars and sugar confectionery",41701,"Raw Sugar",51547656.282600105
4,"Foodstuffs",417,"Sugars and sugar confectionery",41702,"Other Sugars",63366633.7134925
4,"Foodstuffs",417,"Sugars and sugar confectionery",41703,"Molasses",5387518.016045304
4,"Foodstuffs",417,"Sugars and sugar confectionery",41704,"Confectionery Sugar",98045495.49614485
4,"Foodstuffs",418,"Cocoa and cocoa preparations",41801,"Cocoa Beans",518193.1605334431
4,"Foodstuffs",418,"Cocoa and cocoa preparations",41802,"Cocoa Shells",187386.10433043374
4,"Foodstuffs",418,"Cocoa and cocoa preparations",41803,"Cocoa Paste",18776279.362964753
4,"Foodstuffs",418,"Cocoa and cocoa preparations",41804,"Cocoa Butter",25342299.382040836
4,"Foodstuffs",418,"Cocoa and cocoa preparations",41805,"Cocoa Powder",15854616.918260984
4,"Foodstuffs",418,"Cocoa and cocoa preparations",41806,"Chocolate",387863064.41618127
4,"Foodstuffs",419,"Preparations of cereals, flour, starch or milk; pastrycooks' products",41901,"Malt Extract",148451605.98963997
4,"Foodstuffs",419,"Preparations of cereals, flour, starch or milk; pastrycooks' products",41902,"Pasta",70379167.01473944
4,"Foodstuffs",419,"Preparations of cereals, flour, starch or milk; pastrycooks' products",41903,"Tapioca",174802.5012770793
4,"Foodstuffs",419,"Preparations of cereals, flour, starch or milk; pastrycooks' products",41904,"Prepared Cereals",30789035.916140538
4,"Foodstuffs",419,"Preparations of cereals, flour, starch or milk; pastrycooks' products",41905,"Baked Goods",401522616.8585154
4,"Foodstuffs",420,"Preparations of vegetables, fruit, nuts or other parts of plants",42001,"Pickled Foods",19206627.776675098
4,"Foodstuffs",420,"Preparations of vegetables, fruit, nuts or other parts of plants",42002,"Processed Tomatoes",27389773.883250542
4,"Foodstuffs",420,"Preparations of vegetables, fruit, nuts or other parts of plants",42003,"Processed Mushrooms",3103296.7322967267
4,"Foodstuffs",420,"Preparations of vegetables, fruit, nuts or other parts of plants",42004,"Other Frozen Vegetables",46732038.23376863
4,"Foodstuffs",420,"Preparations of vegetables, fruit, nuts or other parts of plants",42005,"Other Processed Vegetables",79874995.1525549
4,"Foodstuffs",420,"Preparations of vegetables, fruit, nuts or other parts of plants",42006,"Sugar Preserved Foods",4251128.182691911
4,"Foodstuffs",420,"Preparations of vegetables, fruit, nuts or other parts of plants",42007,"Jams",29922912.511172876
4,"Foodstuffs",420,"Preparations of vegetables, fruit, nuts or other parts of plants",42008,"Other Processed Fruits and Nuts",136400668.25605053
4,"Foodstuffs",420,"Preparations of vegetables, fruit, nuts or other parts of plants",42009,"Fruit Juice",92753065.17292151
4,"Foodstuffs",421,"Miscellaneous edible preparations",42101,"Coffee and Tea Extracts",154513196.1671919
4,"Foodstuffs",421,"Miscellaneous edible preparations",42102,"Yeast",26748527.991761893
4,"Foodstuffs",421,"Miscellaneous edible preparations",42103,"Sauces and Seasonings",94685923.07859261
4,"Foodstuffs",421,"Miscellaneous edible preparations",42104,"Soups and Broths",30668597.564600766
4,"Foodstuffs",421,"Miscellaneous edible preparations",42105,"Ice Cream",63818899.28824562
4,"Foodstuffs",421,"Miscellaneous edible preparations",42106,"Other Edible Preparations",406210452.2425315
4,"Foodstuffs",422,"Beverages, spirits and vinegar",42201,"Water",21991383.252333995
4,"Foodstuffs",422,"Beverages, spirits and vinegar",42202,"Flavored Water",251237867.62382454
4,"Foodstuffs",422,"Beverages, spirits and vinegar",42203,"Beer",24972587.756401915
4,"Foodstuffs",422,"Beverages, spirits and vinegar",42204,"Wine",259761548.9375652
